x, T_15,  T_30, T_60, T_90, T_150, T_210
0.029704, 29.5731, 36.9199, 42.9134, 44.6081, 45.2227, 45.2718
0.029708, 29.5724, 36.9192, 42.9127, 44.6074, 45.222, 45.2712
0.029712, 29.5718, 36.9186, 42.9121, 44.6067, 45.2214, 45.2705
0.029716, 29.5711, 36.9179, 42.9114, 44.6061, 45.2207, 45.2698
0.02972, 29.5704, 36.9172, 42.9107, 44.6054, 45.22, 45.2692
0.029724, 29.5698, 36.9166, 42.9101, 44.6047, 45.2194, 45.2685
0.029728, 29.5691, 36.9159, 42.9094, 44.6041, 45.2187, 45.2678
0.029732, 29.5684, 36.9152, 42.9087, 44.6034, 45.218, 45.2672
0.029736, 29.5678, 36.9146, 42.9081, 44.6027, 45.2174, 45.2665
0.02974, 29.5671, 36.9139, 42.9074, 44.602, 45.2167, 45.2658
0.029744, 29.5664, 36.9132, 42.9067, 44.6014, 45.216, 45.2652
0.029748, 29.5658, 36.9126, 42.9061, 44.6007, 45.2153, 45.2645
0.029752, 29.5651, 36.9119, 42.9054, 44.6, 45.2147, 45.2638
0.029756, 29.5645, 36.9112, 42.9047, 44.5994, 45.214, 45.2632
0.02976, 29.5638, 36.9106, 42.9041, 44.5987, 45.2133, 45.2625
0.029764, 29.5631, 36.9099, 42.9034, 44.598, 45.2127, 45.2618
0.029768, 29.5625, 36.9092, 42.9027, 44.5974, 45.212, 45.2612
0.029772, 29.5618, 36.9086, 42.9021, 44.5967, 45.2114, 45.2605
0.029776, 29.5612, 36.9079, 42.9014, 44.5961, 45.2107, 45.2598
0.02978, 29.5605, 36.9072, 42.9007, 44.5954, 45.21, 45.2592
0.029784, 29.5598, 36.9066, 42.9001, 44.5947, 45.2094, 45.2585
0.029788, 29.5592, 36.9059, 42.8994, 44.5941, 45.2087, 45.2578
0.029792, 29.5585, 36.9052, 42.8987, 44.5934, 45.208, 45.2572
0.029796, 29.5578, 36.9046, 42.8981, 44.5927, 45.2074, 45.2565
0.0298, 29.5572, 36.9039, 42.8974, 44.5921, 45.2067, 45.2558
0.029804, 29.5565, 36.9032, 42.8968, 44.5914, 45.206, 45.2552
0.029808, 29.5559, 36.9026, 42.8961, 44.5907, 45.2054, 45.2545
0.029812, 29.5552, 36.9019, 42.8954, 44.5901, 45.2047, 45.2538
0.029816, 29.5546, 36.9013, 42.8948, 44.5894, 45.204, 45.2532
0.02982, 29.5539, 36.9006, 42.8941, 44.5888, 45.2034, 45.2525
0.029824, 29.5532, 36.8999, 42.8934, 44.5881, 45.2027, 45.2519
0.029828, 29.5526, 36.8993, 42.8928, 44.5874, 45.2021, 45.2512
0.029832, 29.5519, 36.8986, 42.8921, 44.5868, 45.2014, 45.2505
0.029836, 29.5513, 36.8979, 42.8915, 44.5861, 45.2007, 45.2499
0.02984, 29.5506, 36.8973, 42.8908, 44.5854, 45.2001, 45.2492
0.029844, 29.55, 36.8966, 42.8901, 44.5848, 45.1994, 45.2486
0.029848, 29.5493, 36.896, 42.8895, 44.5841, 45.1988, 45.2479
0.029852, 29.5486, 36.8953, 42.8888, 44.5835, 45.1981, 45.2472
0.029856, 29.548, 36.8946, 42.8882, 44.5828, 45.1974, 45.2466
0.02986, 29.5473, 36.894, 42.8875, 44.5821, 45.1968, 45.2459
0.029864, 29.5467, 36.8933, 42.8868, 44.5815, 45.1961, 45.2453
0.029868, 29.546, 36.8927, 42.8862, 44.5808, 45.1955, 45.2446
0.029872, 29.5454, 36.892, 42.8855, 44.5802, 45.1948, 45.2439
0.029876, 29.5447, 36.8914, 42.8849, 44.5795, 45.1941, 45.2433
0.02988, 29.5441, 36.8907, 42.8842, 44.5788, 45.1935, 45.2426
0.029884, 29.5434, 36.89, 42.8835, 44.5782, 45.1928, 45.242
0.029888, 29.5427, 36.8894, 42.8829, 44.5775, 45.1922, 45.2413
0.029892, 29.5421, 36.8887, 42.8822, 44.5769, 45.1915, 45.2406
0.029896, 29.5414, 36.8881, 42.8816, 44.5762, 45.1909, 45.24
0.0299, 29.5408, 36.8874, 42.8809, 44.5756, 45.1902, 45.2393
0.029904, 29.5401, 36.8867, 42.8803, 44.5749, 45.1895, 45.2387
0.029908, 29.5395, 36.8861, 42.8796, 44.5742, 45.1889, 45.238
0.029912, 29.5388, 36.8854, 42.8789, 44.5736, 45.1882, 45.2374
0.029916, 29.5382, 36.8848, 42.8783, 44.5729, 45.1876, 45.2367
0.02992, 29.5375, 36.8841, 42.8776, 44.5723, 45.1869, 45.2361
0.029924, 29.5369, 36.8835, 42.877, 44.5716, 45.1863, 45.2354
0.029928, 29.5362, 36.8828, 42.8763, 44.571, 45.1856, 45.2347
0.029932, 29.5356, 36.8822, 42.8757, 44.5703, 45.185, 45.2341
0.029936, 29.5349, 36.8815, 42.875, 44.5697, 45.1843, 45.2334
0.02994, 29.5343, 36.8809, 42.8744, 44.569, 45.1836, 45.2328
0.029944, 29.5336, 36.8802, 42.8737, 44.5684, 45.183, 45.2321
0.029948, 29.533, 36.8795, 42.873, 44.5677, 45.1823, 45.2315
0.029952, 29.5323, 36.8789, 42.8724, 44.567, 45.1817, 45.2308
0.029956, 29.5317, 36.8782, 42.8717, 44.5664, 45.181, 45.2302
0.02996, 29.531, 36.8776, 42.8711, 44.5657, 45.1804, 45.2295
0.029964, 29.5304, 36.8769, 42.8704, 44.5651, 45.1797, 45.2289
0.029968, 29.5297, 36.8763, 42.8698, 44.5644, 45.1791, 45.2282
0.029972, 29.5291, 36.8756, 42.8691, 44.5638, 45.1784, 45.2276
0.029976, 29.5284, 36.875, 42.8685, 44.5631, 45.1778, 45.2269
0.02998, 29.5278, 36.8743, 42.8678, 44.5625, 45.1771, 45.2263
0.029984, 29.5271, 36.8737, 42.8672, 44.5618, 45.1765, 45.2256
0.029988, 29.5265, 36.873, 42.8665, 44.5612, 45.1758, 45.2249
0.029992, 29.5258, 36.8724, 42.8659, 44.5605, 45.1752, 45.2243
0.029996, 29.5252, 36.8717, 42.8652, 44.5599, 45.1745, 45.2236
0.03, 29.5245, 36.8711, 42.8646, 44.5592, 45.1739, 45.223
0.030004, 29.5239, 36.8704, 42.8639, 44.5586, 45.1732, 45.2223
0.030008, 29.5232, 36.8698, 42.8633, 44.5579, 45.1726, 45.2217
0.030012, 29.5226, 36.8691, 42.8626, 44.5573, 45.1719, 45.221
0.030016, 29.522, 36.8685, 42.862, 44.5566, 45.1713, 45.2204
0.03002, 29.5213, 36.8678, 42.8613, 44.556, 45.1706, 45.2197
0.030024, 29.5207, 36.8672, 42.8607, 44.5553, 45.17, 45.2191
0.030028, 29.52, 36.8665, 42.86, 44.5547, 45.1693, 45.2185
0.030032, 29.5194, 36.8659, 42.8594, 44.554, 45.1687, 45.2178
0.030036, 29.5187, 36.8652, 42.8587, 44.5534, 45.168, 45.2172
0.03004, 29.5181, 36.8646, 42.8581, 44.5527, 45.1674, 45.2165
0.030044, 29.5174, 36.8639, 42.8574, 44.5521, 45.1667, 45.2159
0.030048, 29.5168, 36.8633, 42.8568, 44.5514, 45.1661, 45.2152
0.030052, 29.5162, 36.8626, 42.8561, 44.5508, 45.1654, 45.2146
0.030056, 29.5155, 36.862, 42.8555, 44.5501, 45.1648, 45.2139
0.03006, 29.5149, 36.8613, 42.8548, 44.5495, 45.1641, 45.2133
0.030064, 29.5142, 36.8607, 42.8542, 44.5489, 45.1635, 45.2126
0.030068, 29.5136, 36.8601, 42.8536, 44.5482, 45.1628, 45.212
0.030072, 29.5129, 36.8594, 42.8529, 44.5476, 45.1622, 45.2113
0.030076, 29.5123, 36.8588, 42.8523, 44.5469, 45.1616, 45.2107
0.03008, 29.5117, 36.8581, 42.8516, 44.5463, 45.1609, 45.21
0.030084, 29.511, 36.8575, 42.851, 44.5456, 45.1603, 45.2094
0.030088, 29.5104, 36.8568, 42.8503, 44.545, 45.1596, 45.2088
0.030092, 29.5097, 36.8562, 42.8497, 44.5443, 45.159, 45.2081
0.030096, 29.5091, 36.8555, 42.849, 44.5437, 45.1583, 45.2075
0.0301, 29.5085, 36.8549, 42.8484, 44.5431, 45.1577, 45.2068
0.030104, 29.5078, 36.8543, 42.8478, 44.5424, 45.157, 45.2062
0.030108, 29.5072, 36.8536, 42.8471, 44.5418, 45.1564, 45.2055
0.030112, 29.5065, 36.853, 42.8465, 44.5411, 45.1558, 45.2049
0.030116, 29.5059, 36.8523, 42.8458, 44.5405, 45.1551, 45.2043
0.03012, 29.5053, 36.8517, 42.8452, 44.5398, 45.1545, 45.2036
0.030124, 29.5046, 36.851, 42.8445, 44.5392, 45.1538, 45.203
0.030128, 29.504, 36.8504, 42.8439, 44.5386, 45.1532, 45.2023
0.030132, 29.5034, 36.8498, 42.8433, 44.5379, 45.1525, 45.2017
0.030136, 29.5027, 36.8491, 42.8426, 44.5373, 45.1519, 45.201
0.03014, 29.5021, 36.8485, 42.842, 44.5366, 45.1513, 45.2004
0.030144, 29.5014, 36.8478, 42.8413, 44.536, 45.1506, 45.1998
0.030148, 29.5008, 36.8472, 42.8407, 44.5353, 45.15, 45.1991
0.030152, 29.5002, 36.8466, 42.8401, 44.5347, 45.1493, 45.1985
0.030156, 29.4995, 36.8459, 42.8394, 44.5341, 45.1487, 45.1978
0.03016, 29.4989, 36.8453, 42.8388, 44.5334, 45.1481, 45.1972
0.030164, 29.4983, 36.8446, 42.8381, 44.5328, 45.1474, 45.1966
0.030168, 29.4976, 36.844, 42.8375, 44.5321, 45.1468, 45.1959
0.030172, 29.497, 36.8434, 42.8369, 44.5315, 45.1461, 45.1953
0.030176, 29.4964, 36.8427, 42.8362, 44.5309, 45.1455, 45.1946
0.03018, 29.4957, 36.8421, 42.8356, 44.5302, 45.1449, 45.194
0.030184, 29.4951, 36.8414, 42.8349, 44.5296, 45.1442, 45.1934
0.030188, 29.4945, 36.8408, 42.8343, 44.529, 45.1436, 45.1927
0.030192, 29.4938, 36.8402, 42.8337, 44.5283, 45.143, 45.1921
0.030196, 29.4932, 36.8395, 42.833, 44.5277, 45.1423, 45.1915
0.0302, 29.4926, 36.8389, 42.8324, 44.527, 45.1417, 45.1908
0.030204, 29.4919, 36.8383, 42.8318, 44.5264, 45.141, 45.1902
0.030208, 29.4913, 36.8376, 42.8311, 44.5258, 45.1404, 45.1895
0.030212, 29.4907, 36.837, 42.8305, 44.5251, 45.1398, 45.1889
0.030216, 29.49, 36.8363, 42.8298, 44.5245, 45.1391, 45.1883
0.03022, 29.4894, 36.8357, 42.8292, 44.5239, 45.1385, 45.1876
0.030224, 29.4888, 36.8351, 42.8286, 44.5232, 45.1379, 45.187
0.030228, 29.4881, 36.8344, 42.8279, 44.5226, 45.1372, 45.1864
0.030232, 29.4875, 36.8338, 42.8273, 44.522, 45.1366, 45.1857
0.030236, 29.4869, 36.8332, 42.8267, 44.5213, 45.136, 45.1851
0.03024, 29.4862, 36.8325, 42.826, 44.5207, 45.1353, 45.1845
0.030244, 29.4856, 36.8319, 42.8254, 44.5201, 45.1347, 45.1838
0.030248, 29.485, 36.8313, 42.8248, 44.5194, 45.1341, 45.1832
0.030252, 29.4843, 36.8306, 42.8241, 44.5188, 45.1334, 45.1826
0.030256, 29.4837, 36.83, 42.8235, 44.5182, 45.1328, 45.1819
0.03026, 29.4831, 36.8294, 42.8229, 44.5175, 45.1322, 45.1813
0.030264, 29.4825, 36.8287, 42.8222, 44.5169, 45.1315, 45.1807
0.030268, 29.4818, 36.8281, 42.8216, 44.5163, 45.1309, 45.18
0.030272, 29.4812, 36.8275, 42.821, 44.5156, 45.1303, 45.1794
0.030276, 29.4806, 36.8268, 42.8203, 44.515, 45.1296, 45.1788
0.03028, 29.4799, 36.8262, 42.8197, 44.5144, 45.129, 45.1781
0.030284, 29.4793, 36.8256, 42.8191, 44.5137, 45.1284, 45.1775
0.030288, 29.4787, 36.8249, 42.8184, 44.5131, 45.1277, 45.1769
0.030292, 29.4781, 36.8243, 42.8178, 44.5125, 45.1271, 45.1762
0.030296, 29.4774, 36.8237, 42.8172, 44.5118, 45.1265, 45.1756
0.0303, 29.4768, 36.8231, 42.8166, 44.5112, 45.1258, 45.175
0.030304, 29.4762, 36.8224, 42.8159, 44.5106, 45.1252, 45.1744
0.030308, 29.4756, 36.8218, 42.8153, 44.5099, 45.1246, 45.1737
0.030312, 29.4749, 36.8212, 42.8147, 44.5093, 45.124, 45.1731
0.030316, 29.4743, 36.8205, 42.814, 44.5087, 45.1233, 45.1725
0.03032, 29.4737, 36.8199, 42.8134, 44.5081, 45.1227, 45.1718
0.030324, 29.4731, 36.8193, 42.8128, 44.5074, 45.1221, 45.1712
0.030328, 29.4724, 36.8186, 42.8122, 44.5068, 45.1214, 45.1706
0.030332, 29.4718, 36.818, 42.8115, 44.5062, 45.1208, 45.1699
0.030336, 29.4712, 36.8174, 42.8109, 44.5055, 45.1202, 45.1693
0.03034, 29.4706, 36.8168, 42.8103, 44.5049, 45.1196, 45.1687
0.030344, 29.4699, 36.8161, 42.8096, 44.5043, 45.1189, 45.1681
0.030348, 29.4693, 36.8155, 42.809, 44.5037, 45.1183, 45.1674
0.030352, 29.4687, 36.8149, 42.8084, 44.503, 45.1177, 45.1668
0.030356, 29.4681, 36.8143, 42.8078, 44.5024, 45.117, 45.1662
0.03036, 29.4674, 36.8136, 42.8071, 44.5018, 45.1164, 45.1656
0.030364, 29.4668, 36.813, 42.8065, 44.5012, 45.1158, 45.1649
0.030368, 29.4662, 36.8124, 42.8059, 44.5005, 45.1152, 45.1643
0.030372, 29.4656, 36.8118, 42.8053, 44.4999, 45.1145, 45.1637
0.030376, 29.465, 36.8111, 42.8046, 44.4993, 45.1139, 45.1631
0.03038, 29.4643, 36.8105, 42.804, 44.4987, 45.1133, 45.1624
0.030384, 29.4637, 36.8099, 42.8034, 44.498, 45.1127, 45.1618
0.030388, 29.4631, 36.8093, 42.8028, 44.4974, 45.112, 45.1612
0.030392, 29.4625, 36.8086, 42.8021, 44.4968, 45.1114, 45.1606
0.030396, 29.4618, 36.808, 42.8015, 44.4962, 45.1108, 45.1599
0.0304, 29.4612, 36.8074, 42.8009, 44.4955, 45.1102, 45.1593
0.030404, 29.4606, 36.8068, 42.8003, 44.4949, 45.1095, 45.1587
0.030408, 29.46, 36.8061, 42.7996, 44.4943, 45.1089, 45.1581
0.030412, 29.4594, 36.8055, 42.799, 44.4937, 45.1083, 45.1574
0.030416, 29.4587, 36.8049, 42.7984, 44.493, 45.1077, 45.1568
0.03042, 29.4581, 36.8043, 42.7978, 44.4924, 45.1071, 45.1562
0.030424, 29.4575, 36.8036, 42.7971, 44.4918, 45.1064, 45.1556
0.030428, 29.4569, 36.803, 42.7965, 44.4912, 45.1058, 45.1549
0.030432, 29.4563, 36.8024, 42.7959, 44.4906, 45.1052, 45.1543
0.030436, 29.4557, 36.8018, 42.7953, 44.4899, 45.1046, 45.1537
0.03044, 29.455, 36.8012, 42.7947, 44.4893, 45.1039, 45.1531
0.030444, 29.4544, 36.8005, 42.794, 44.4887, 45.1033, 45.1525
0.030448, 29.4538, 36.7999, 42.7934, 44.4881, 45.1027, 45.1518
0.030452, 29.4532, 36.7993, 42.7928, 44.4874, 45.1021, 45.1512
0.030456, 29.4526, 36.7987, 42.7922, 44.4868, 45.1015, 45.1506
0.03046, 29.452, 36.7981, 42.7916, 44.4862, 45.1008, 45.15
0.030464, 29.4513, 36.7974, 42.7909, 44.4856, 45.1002, 45.1494
0.030468, 29.4507, 36.7968, 42.7903, 44.485, 45.0996, 45.1487
0.030472, 29.4501, 36.7962, 42.7897, 44.4844, 45.099, 45.1481
0.030476, 29.4495, 36.7956, 42.7891, 44.4837, 45.0984, 45.1475
0.03048, 29.4489, 36.795, 42.7885, 44.4831, 45.0977, 45.1469
0.030484, 29.4483, 36.7943, 42.7878, 44.4825, 45.0971, 45.1463
0.030488, 29.4477, 36.7937, 42.7872, 44.4819, 45.0965, 45.1457
0.030492, 29.447, 36.7931, 42.7866, 44.4813, 45.0959, 45.145
0.030496, 29.4464, 36.7925, 42.786, 44.4806, 45.0953, 45.1444
0.0305, 29.4458, 36.7919, 42.7854, 44.48, 45.0947, 45.1438
0.030504, 29.4452, 36.7913, 42.7848, 44.4794, 45.094, 45.1432
0.030508, 29.4446, 36.7906, 42.7841, 44.4788, 45.0934, 45.1426
0.030512, 29.444, 36.79, 42.7835, 44.4782, 45.0928, 45.1419
0.030516, 29.4434, 36.7894, 42.7829, 44.4776, 45.0922, 45.1413
0.03052, 29.4427, 36.7888, 42.7823, 44.4769, 45.0916, 45.1407
0.030524, 29.4421, 36.7882, 42.7817, 44.4763, 45.091, 45.1401
0.030528, 29.4415, 36.7876, 42.7811, 44.4757, 45.0903, 45.1395
0.030532, 29.4409, 36.7869, 42.7804, 44.4751, 45.0897, 45.1389
0.030536, 29.4403, 36.7863, 42.7798, 44.4745, 45.0891, 45.1383
0.03054, 29.4397, 36.7857, 42.7792, 44.4739, 45.0885, 45.1376
0.030544, 29.4391, 36.7851, 42.7786, 44.4733, 45.0879, 45.137
0.030548, 29.4385, 36.7845, 42.778, 44.4726, 45.0873, 45.1364
0.030552, 29.4379, 36.7839, 42.7774, 44.472, 45.0867, 45.1358
0.030556, 29.4372, 36.7833, 42.7768, 44.4714, 45.086, 45.1352
0.03056, 29.4366, 36.7826, 42.7761, 44.4708, 45.0854, 45.1346
0.030564, 29.436, 36.782, 42.7755, 44.4702, 45.0848, 45.134
0.030568, 29.4354, 36.7814, 42.7749, 44.4696, 45.0842, 45.1333
0.030572, 29.4348, 36.7808, 42.7743, 44.469, 45.0836, 45.1327
0.030576, 29.4342, 36.7802, 42.7737, 44.4683, 45.083, 45.1321
0.03058, 29.4336, 36.7796, 42.7731, 44.4677, 45.0824, 45.1315
0.030584, 29.433, 36.779, 42.7725, 44.4671, 45.0818, 45.1309
0.030588, 29.4324, 36.7784, 42.7719, 44.4665, 45.0812, 45.1303
0.030592, 29.4318, 36.7778, 42.7713, 44.4659, 45.0805, 45.1297
0.030596, 29.4312, 36.7771, 42.7706, 44.4653, 45.0799, 45.1291
0.0306, 29.4306, 36.7765, 42.77, 44.4647, 45.0793, 45.1285
0.030604, 29.43, 36.7759, 42.7694, 44.4641, 45.0787, 45.1278
0.030608, 29.4293, 36.7753, 42.7688, 44.4635, 45.0781, 45.1272
0.030612, 29.4287, 36.7747, 42.7682, 44.4629, 45.0775, 45.1266
0.030616, 29.4281, 36.7741, 42.7676, 44.4622, 45.0769, 45.126
0.03062, 29.4275, 36.7735, 42.767, 44.4616, 45.0763, 45.1254
0.030624, 29.4269, 36.7729, 42.7664, 44.461, 45.0757, 45.1248
0.030628, 29.4263, 36.7723, 42.7658, 44.4604, 45.0751, 45.1242
0.030632, 29.4257, 36.7717, 42.7652, 44.4598, 45.0744, 45.1236
0.030636, 29.4251, 36.771, 42.7645, 44.4592, 45.0738, 45.123
0.03064, 29.4245, 36.7704, 42.7639, 44.4586, 45.0732, 45.1224
0.030644, 29.4239, 36.7698, 42.7633, 44.458, 45.0726, 45.1218
0.030648, 29.4233, 36.7692, 42.7627, 44.4574, 45.072, 45.1212
0.030652, 29.4227, 36.7686, 42.7621, 44.4568, 45.0714, 45.1205
0.030656, 29.4221, 36.768, 42.7615, 44.4562, 45.0708, 45.1199
0.03066, 29.4215, 36.7674, 42.7609, 44.4556, 45.0702, 45.1193
0.030664, 29.4209, 36.7668, 42.7603, 44.4549, 45.0696, 45.1187
0.030668, 29.4203, 36.7662, 42.7597, 44.4543, 45.069, 45.1181
0.030672, 29.4197, 36.7656, 42.7591, 44.4537, 45.0684, 45.1175
0.030676, 29.4191, 36.765, 42.7585, 44.4531, 45.0678, 45.1169
0.03068, 29.4185, 36.7644, 42.7579, 44.4525, 45.0672, 45.1163
0.030684, 29.4179, 36.7638, 42.7573, 44.4519, 45.0666, 45.1157
0.030688, 29.4173, 36.7632, 42.7567, 44.4513, 45.066, 45.1151
0.030692, 29.4167, 36.7626, 42.7561, 44.4507, 45.0653, 45.1145
0.030696, 29.4161, 36.762, 42.7555, 44.4501, 45.0647, 45.1139
0.0307, 29.4155, 36.7614, 42.7549, 44.4495, 45.0641, 45.1133
0.030704, 29.4149, 36.7607, 42.7543, 44.4489, 45.0635, 45.1127
0.030708, 29.4143, 36.7601, 42.7536, 44.4483, 45.0629, 45.1121
0.030712, 29.4137, 36.7595, 42.753, 44.4477, 45.0623, 45.1115
0.030716, 29.4131, 36.7589, 42.7524, 44.4471, 45.0617, 45.1109
0.03072, 29.4125, 36.7583, 42.7518, 44.4465, 45.0611, 45.1103
0.030724, 29.4119, 36.7577, 42.7512, 44.4459, 45.0605, 45.1097
0.030728, 29.4113, 36.7571, 42.7506, 44.4453, 45.0599, 45.1091
0.030732, 29.4107, 36.7565, 42.75, 44.4447, 45.0593, 45.1085
0.030736, 29.4101, 36.7559, 42.7494, 44.4441, 45.0587, 45.1079
0.03074, 29.4095, 36.7553, 42.7488, 44.4435, 45.0581, 45.1073
0.030744, 29.4089, 36.7547, 42.7482, 44.4429, 45.0575, 45.1067
0.030748, 29.4083, 36.7541, 42.7476, 44.4423, 45.0569, 45.1061
0.030752, 29.4077, 36.7535, 42.747, 44.4417, 45.0563, 45.1055
0.030756, 29.4071, 36.7529, 42.7464, 44.4411, 45.0557, 45.1049
0.03076, 29.4065, 36.7523, 42.7458, 44.4405, 45.0551, 45.1043
0.030764, 29.4059, 36.7517, 42.7452, 44.4399, 45.0545, 45.1037
0.030768, 29.4053, 36.7511, 42.7446, 44.4393, 45.0539, 45.1031
0.030772, 29.4047, 36.7505, 42.744, 44.4387, 45.0533, 45.1025
0.030776, 29.4041, 36.7499, 42.7434, 44.4381, 45.0527, 45.1019
0.03078, 29.4035, 36.7493, 42.7428, 44.4375, 45.0521, 45.1013
0.030784, 29.4029, 36.7487, 42.7422, 44.4369, 45.0515, 45.1007
0.030788, 29.4023, 36.7481, 42.7416, 44.4363, 45.0509, 45.1001
0.030792, 29.4017, 36.7475, 42.741, 44.4357, 45.0503, 45.0995
0.030796, 29.4011, 36.7469, 42.7404, 44.4351, 45.0497, 45.0989
0.0308, 29.4006, 36.7463, 42.7398, 44.4345, 45.0491, 45.0983
0.030804, 29.4, 36.7457, 42.7392, 44.4339, 45.0485, 45.0977
0.030808, 29.3994, 36.7451, 42.7386, 44.4333, 45.0479, 45.0971
0.030812, 29.3988, 36.7446, 42.7381, 44.4327, 45.0473, 45.0965
0.030816, 29.3982, 36.744, 42.7375, 44.4321, 45.0467, 45.0959
0.03082, 29.3976, 36.7434, 42.7369, 44.4315, 45.0461, 45.0953
0.030824, 29.397, 36.7428, 42.7363, 44.4309, 45.0456, 45.0947
0.030828, 29.3964, 36.7422, 42.7357, 44.4303, 45.045, 45.0941
0.030832, 29.3958, 36.7416, 42.7351, 44.4297, 45.0444, 45.0935
0.030836, 29.3952, 36.741, 42.7345, 44.4291, 45.0438, 45.0929
0.03084, 29.3946, 36.7404, 42.7339, 44.4285, 45.0432, 45.0923
0.030844, 29.394, 36.7398, 42.7333, 44.4279, 45.0426, 45.0917
0.030848, 29.3934, 36.7392, 42.7327, 44.4273, 45.042, 45.0911
0.030852, 29.3929, 36.7386, 42.7321, 44.4268, 45.0414, 45.0905
0.030856, 29.3923, 36.738, 42.7315, 44.4262, 45.0408, 45.0899
0.03086, 29.3917, 36.7374, 42.7309, 44.4256, 45.0402, 45.0893
0.030864, 29.3911, 36.7368, 42.7303, 44.425, 45.0396, 45.0887
0.030868, 29.3905, 36.7362, 42.7297, 44.4244, 45.039, 45.0882
0.030872, 29.3899, 36.7356, 42.7291, 44.4238, 45.0384, 45.0876
0.030876, 29.3893, 36.735, 42.7285, 44.4232, 45.0378, 45.087
0.03088, 29.3887, 36.7345, 42.728, 44.4226, 45.0372, 45.0864
0.030884, 29.3881, 36.7339, 42.7274, 44.422, 45.0366, 45.0858
0.030888, 29.3876, 36.7333, 42.7268, 44.4214, 45.0361, 45.0852
0.030892, 29.387, 36.7327, 42.7262, 44.4208, 45.0355, 45.0846
0.030896, 29.3864, 36.7321, 42.7256, 44.4202, 45.0349, 45.084
0.0309, 29.3858, 36.7315, 42.725, 44.4196, 45.0343, 45.0834
0.030904, 29.3852, 36.7309, 42.7244, 44.4191, 45.0337, 45.0828
0.030908, 29.3846, 36.7303, 42.7238, 44.4185, 45.0331, 45.0822
0.030912, 29.384, 36.7297, 42.7232, 44.4179, 45.0325, 45.0817
0.030916, 29.3834, 36.7291, 42.7226, 44.4173, 45.0319, 45.0811
0.03092, 29.3829, 36.7285, 42.722, 44.4167, 45.0313, 45.0805
0.030924, 29.3823, 36.728, 42.7215, 44.4161, 45.0307, 45.0799
0.030928, 29.3817, 36.7274, 42.7209, 44.4155, 45.0302, 45.0793
0.030932, 29.3811, 36.7268, 42.7203, 44.4149, 45.0296, 45.0787
0.030936, 29.3805, 36.7262, 42.7197, 44.4143, 45.029, 45.0781
0.03094, 29.3799, 36.7256, 42.7191, 44.4138, 45.0284, 45.0775
0.030944, 29.3794, 36.725, 42.7185, 44.4132, 45.0278, 45.0769
0.030948, 29.3788, 36.7244, 42.7179, 44.4126, 45.0272, 45.0764
0.030952, 29.3782, 36.7238, 42.7173, 44.412, 45.0266, 45.0758
0.030956, 29.3776, 36.7233, 42.7168, 44.4114, 45.026, 45.0752
0.03096, 29.377, 36.7227, 42.7162, 44.4108, 45.0255, 45.0746
0.030964, 29.3764, 36.7221, 42.7156, 44.4102, 45.0249, 45.074
0.030968, 29.3759, 36.7215, 42.715, 44.4096, 45.0243, 45.0734
0.030972, 29.3753, 36.7209, 42.7144, 44.4091, 45.0237, 45.0728
0.030976, 29.3747, 36.7203, 42.7138, 44.4085, 45.0231, 45.0722
0.03098, 29.3741, 36.7197, 42.7132, 44.4079, 45.0225, 45.0717
0.030984, 29.3735, 36.7192, 42.7127, 44.4073, 45.0219, 45.0711
0.030988, 29.3729, 36.7186, 42.7121, 44.4067, 45.0214, 45.0705
0.030992, 29.3724, 36.718, 42.7115, 44.4061, 45.0208, 45.0699
0.030996, 29.3718, 36.7174, 42.7109, 44.4056, 45.0202, 45.0693
0.031, 29.3712, 36.7168, 42.7103, 44.405, 45.0196, 45.0687
0.031004, 29.3706, 36.7162, 42.7097, 44.4044, 45.019, 45.0682
0.031008, 29.37, 36.7156, 42.7091, 44.4038, 45.0184, 45.0676
0.031012, 29.3695, 36.7151, 42.7086, 44.4032, 45.0179, 45.067
0.031016, 29.3689, 36.7145, 42.708, 44.4026, 45.0173, 45.0664
0.03102, 29.3683, 36.7139, 42.7074, 44.402, 45.0167, 45.0658
0.031024, 29.3677, 36.7133, 42.7068, 44.4015, 45.0161, 45.0652
0.031028, 29.3671, 36.7127, 42.7062, 44.4009, 45.0155, 45.0647
0.031032, 29.3666, 36.7122, 42.7057, 44.4003, 45.0149, 45.0641
0.031036, 29.366, 36.7116, 42.7051, 44.3997, 45.0144, 45.0635
0.03104, 29.3654, 36.711, 42.7045, 44.3991, 45.0138, 45.0629
0.031044, 29.3648, 36.7104, 42.7039, 44.3986, 45.0132, 45.0623
0.031048, 29.3643, 36.7098, 42.7033, 44.398, 45.0126, 45.0618
0.031052, 29.3637, 36.7092, 42.7027, 44.3974, 45.012, 45.0612
0.031056, 29.3631, 36.7087, 42.7022, 44.3968, 45.0115, 45.0606
0.03106, 29.3625, 36.7081, 42.7016, 44.3962, 45.0109, 45.06
0.031064, 29.3619, 36.7075, 42.701, 44.3957, 45.0103, 45.0594
0.031068, 29.3614, 36.7069, 42.7004, 44.3951, 45.0097, 45.0589
0.031072, 29.3608, 36.7063, 42.6998, 44.3945, 45.0091, 45.0583
0.031076, 29.3602, 36.7058, 42.6993, 44.3939, 45.0086, 45.0577
0.03108, 29.3596, 36.7052, 42.6987, 44.3933, 45.008, 45.0571
