x, T, Texact
0.01974, 47.7908, 47.7938
0.019744, 47.7894, 47.7924
0.019748, 47.7881, 47.7911
0.019752, 47.7867, 47.7897
0.019756, 47.7853, 47.7884
0.01976, 47.784, 47.787
0.019764, 47.7826, 47.7856
0.019768, 47.7813, 47.7843
0.019772, 47.7799, 47.7829
0.019776, 47.7785, 47.7816
0.01978, 47.7772, 47.7802
0.019784, 47.7758, 47.7788
0.019788, 47.7745, 47.7775
0.019792, 47.7731, 47.7761
0.019796, 47.7717, 47.7748
0.0198, 47.7704, 47.7734
0.019804, 47.769, 47.772
0.019808, 47.7677, 47.7707
0.019812, 47.7663, 47.7693
0.019816, 47.765, 47.768
0.01982, 47.7636, 47.7666
0.019824, 47.7622, 47.7653
0.019828, 47.7609, 47.7639
0.019832, 47.7595, 47.7625
0.019836, 47.7582, 47.7612
0.01984, 47.7568, 47.7598
0.019844, 47.7555, 47.7585
0.019848, 47.7541, 47.7571
0.019852, 47.7528, 47.7558
0.019856, 47.7514, 47.7544
0.01986, 47.75, 47.7531
0.019864, 47.7487, 47.7517
0.019868, 47.7473, 47.7503
0.019872, 47.746, 47.749
0.019876, 47.7446, 47.7476
0.01988, 47.7433, 47.7463
0.019884, 47.7419, 47.7449
0.019888, 47.7406, 47.7436
0.019892, 47.7392, 47.7422
0.019896, 47.7379, 47.7409
0.0199, 47.7365, 47.7395
0.019904, 47.7352, 47.7382
0.019908, 47.7338, 47.7368
0.019912, 47.7325, 47.7355
0.019916, 47.7311, 47.7341
0.01992, 47.7298, 47.7328
0.019924, 47.7284, 47.7314
0.019928, 47.7271, 47.7301
0.019932, 47.7257, 47.7287
0.019936, 47.7244, 47.7274
0.01994, 47.723, 47.726
0.019944, 47.7217, 47.7247
0.019948, 47.7203, 47.7233
0.019952, 47.719, 47.722
0.019956, 47.7176, 47.7206
0.01996, 47.7163, 47.7193
0.019964, 47.7149, 47.718
0.019968, 47.7136, 47.7166
0.019972, 47.7123, 47.7153
0.019976, 47.7109, 47.7139
0.01998, 47.7096, 47.7126
0.019984, 47.7082, 47.7112
0.019988, 47.7069, 47.7099
0.019992, 47.7055, 47.7085
0.019996, 47.7042, 47.7072
0.02, 47.7028, 47.7059
0.020004, 47.7015, 47.7045
0.020008, 47.7002, 47.7032
0.020012, 47.6988, 47.7018
0.020016, 47.6975, 47.7005
0.02002, 47.6961, 47.6991
0.020024, 47.6948, 47.6978
0.020028, 47.6934, 47.6965
0.020032, 47.6921, 47.6951
0.020036, 47.6908, 47.6938
0.02004, 47.6894, 47.6924
0.020044, 47.6881, 47.6911
0.020048, 47.6867, 47.6898
0.020052, 47.6854, 47.6884
0.020056, 47.6841, 47.6871
0.02006, 47.6827, 47.6857
0.020064, 47.6814, 47.6844
0.020068, 47.68, 47.6831
0.020072, 47.6787, 47.6817
0.020076, 47.6774, 47.6804
0.02008, 47.676, 47.679
0.020084, 47.6747, 47.6777
0.020088, 47.6734, 47.6764
0.020092, 47.672, 47.675
0.020096, 47.6707, 47.6737
0.0201, 47.6693, 47.6724
0.020104, 47.668, 47.671
0.020108, 47.6667, 47.6697
0.020112, 47.6653, 47.6683
0.020116, 47.664, 47.667
0.02012, 47.6627, 47.6657
0.020124, 47.6613, 47.6643
0.020128, 47.66, 47.663
0.020132, 47.6587, 47.6617
0.020136, 47.6573, 47.6603
0.02014, 47.656, 47.659
0.020144, 47.6547, 47.6577
0.020148, 47.6533, 47.6563
0.020152, 47.652, 47.655
0.020156, 47.6507, 47.6537
0.02016, 47.6493, 47.6523
0.020164, 47.648, 47.651
0.020168, 47.6467, 47.6497
0.020172, 47.6453, 47.6484
0.020176, 47.644, 47.647
0.02018, 47.6427, 47.6457
0.020184, 47.6414, 47.6444
0.020188, 47.64, 47.643
0.020192, 47.6387, 47.6417
0.020196, 47.6374, 47.6404
0.0202, 47.636, 47.639
0.020204, 47.6347, 47.6377
0.020208, 47.6334, 47.6364
0.020212, 47.632, 47.6351
0.020216, 47.6307, 47.6337
0.02022, 47.6294, 47.6324
0.020224, 47.6281, 47.6311
0.020228, 47.6267, 47.6297
0.020232, 47.6254, 47.6284
0.020236, 47.6241, 47.6271
0.02024, 47.6228, 47.6258
0.020244, 47.6214, 47.6244
0.020248, 47.6201, 47.6231
0.020252, 47.6188, 47.6218
0.020256, 47.6175, 47.6205
0.02026, 47.6161, 47.6191
0.020264, 47.6148, 47.6178
0.020268, 47.6135, 47.6165
0.020272, 47.6122, 47.6152
0.020276, 47.6108, 47.6138
0.02028, 47.6095, 47.6125
0.020284, 47.6082, 47.6112
0.020288, 47.6069, 47.6099
0.020292, 47.6055, 47.6086
0.020296, 47.6042, 47.6072
0.0203, 47.6029, 47.6059
0.020304, 47.6016, 47.6046
0.020308, 47.6003, 47.6033
0.020312, 47.5989, 47.6019
0.020316, 47.5976, 47.6006
0.02032, 47.5963, 47.5993
0.020324, 47.595, 47.598
0.020328, 47.5937, 47.5967
0.020332, 47.5923, 47.5953
0.020336, 47.591, 47.594
0.02034, 47.5897, 47.5927
0.020344, 47.5884, 47.5914
0.020348, 47.5871, 47.5901
0.020352, 47.5857, 47.5887
0.020356, 47.5844, 47.5874
0.02036, 47.5831, 47.5861
0.020364, 47.5818, 47.5848
0.020368, 47.5805, 47.5835
0.020372, 47.5792, 47.5822
0.020376, 47.5778, 47.5808
0.02038, 47.5765, 47.5795
0.020384, 47.5752, 47.5782
0.020388, 47.5739, 47.5769
0.020392, 47.5726, 47.5756
0.020396, 47.5713, 47.5743
0.0204, 47.5699, 47.573
0.020404, 47.5686, 47.5716
0.020408, 47.5673, 47.5703
0.020412, 47.566, 47.569
0.020416, 47.5647, 47.5677
0.02042, 47.5634, 47.5664
0.020424, 47.5621, 47.5651
0.020428, 47.5608, 47.5638
0.020432, 47.5594, 47.5624
0.020436, 47.5581, 47.5611
0.02044, 47.5568, 47.5598
0.020444, 47.5555, 47.5585
0.020448, 47.5542, 47.5572
0.020452, 47.5529, 47.5559
0.020456, 47.5516, 47.5546
0.02046, 47.5503, 47.5533
0.020464, 47.549, 47.552
0.020468, 47.5476, 47.5507
0.020472, 47.5463, 47.5493
0.020476, 47.545, 47.548
0.02048, 47.5437, 47.5467
0.020484, 47.5424, 47.5454
0.020488, 47.5411, 47.5441
0.020492, 47.5398, 47.5428
0.020496, 47.5385, 47.5415
0.0205, 47.5372, 47.5402
0.020504, 47.5359, 47.5389
0.020508, 47.5346, 47.5376
0.020512, 47.5333, 47.5363
0.020516, 47.532, 47.535
0.02052, 47.5306, 47.5337
0.020524, 47.5293, 47.5323
0.020528, 47.528, 47.531
0.020532, 47.5267, 47.5297
0.020536, 47.5254, 47.5284
0.02054, 47.5241, 47.5271
0.020544, 47.5228, 47.5258
0.020548, 47.5215, 47.5245
0.020552, 47.5202, 47.5232
0.020556, 47.5189, 47.5219
0.02056, 47.5176, 47.5206
0.020564, 47.5163, 47.5193
0.020568, 47.515, 47.518
0.020572, 47.5137, 47.5167
0.020576, 47.5124, 47.5154
0.02058, 47.5111, 47.5141
0.020584, 47.5098, 47.5128
0.020588, 47.5085, 47.5115
0.020592, 47.5072, 47.5102
0.020596, 47.5059, 47.5089
0.0206, 47.5046, 47.5076
0.020604, 47.5033, 47.5063
0.020608, 47.502, 47.505
0.020612, 47.5007, 47.5037
0.020616, 47.4994, 47.5024
0.02062, 47.4981, 47.5011
0.020624, 47.4968, 47.4998
0.020628, 47.4955, 47.4985
0.020632, 47.4942, 47.4972
0.020636, 47.4929, 47.4959
0.02064, 47.4916, 47.4946
0.020644, 47.4903, 47.4933
0.020648, 47.489, 47.492
0.020652, 47.4877, 47.4907
0.020656, 47.4864, 47.4894
0.02066, 47.4851, 47.4881
0.020664, 47.4838, 47.4868
0.020668, 47.4825, 47.4855
0.020672, 47.4812, 47.4842
0.020676, 47.4799, 47.483
0.02068, 47.4787, 47.4817
0.020684, 47.4774, 47.4804
0.020688, 47.4761, 47.4791
0.020692, 47.4748, 47.4778
0.020696, 47.4735, 47.4765
0.0207, 47.4722, 47.4752
0.020704, 47.4709, 47.4739
0.020708, 47.4696, 47.4726
0.020712, 47.4683, 47.4713
0.020716, 47.467, 47.47
0.02072, 47.4657, 47.4687
0.020724, 47.4644, 47.4674
0.020728, 47.4631, 47.4661
0.020732, 47.4619, 47.4649
0.020736, 47.4606, 47.4636
0.02074, 47.4593, 47.4623
0.020744, 47.458, 47.461
0.020748, 47.4567, 47.4597
0.020752, 47.4554, 47.4584
0.020756, 47.4541, 47.4571
0.02076, 47.4528, 47.4558
0.020764, 47.4515, 47.4545
0.020768, 47.4503, 47.4533
0.020772, 47.449, 47.452
0.020776, 47.4477, 47.4507
0.02078, 47.4464, 47.4494
0.020784, 47.4451, 47.4481
0.020788, 47.4438, 47.4468
0.020792, 47.4425, 47.4455
0.020796, 47.4412, 47.4442
0.0208, 47.44, 47.443
0.020804, 47.4387, 47.4417
0.020808, 47.4374, 47.4404
0.020812, 47.4361, 47.4391
0.020816, 47.4348, 47.4378
0.02082, 47.4335, 47.4365
0.020824, 47.4323, 47.4353
0.020828, 47.431, 47.434
0.020832, 47.4297, 47.4327
0.020836, 47.4284, 47.4314
0.02084, 47.4271, 47.4301
0.020844, 47.4258, 47.4288
0.020848, 47.4246, 47.4276
0.020852, 47.4233, 47.4263
0.020856, 47.422, 47.425
0.02086, 47.4207, 47.4237
0.020864, 47.4194, 47.4224
0.020868, 47.4181, 47.4212
0.020872, 47.4169, 47.4199
0.020876, 47.4156, 47.4186
0.02088, 47.4143, 47.4173
0.020884, 47.413, 47.416
0.020888, 47.4117, 47.4148
0.020892, 47.4105, 47.4135
0.020896, 47.4092, 47.4122
0.0209, 47.4079, 47.4109
0.020904, 47.4066, 47.4096
0.020908, 47.4054, 47.4084
0.020912, 47.4041, 47.4071
0.020916, 47.4028, 47.4058
0.02092, 47.4015, 47.4045
0.020924, 47.4002, 47.4033
0.020928, 47.399, 47.402
0.020932, 47.3977, 47.4007
0.020936, 47.3964, 47.3994
0.02094, 47.3951, 47.3981
0.020944, 47.3939, 47.3969
0.020948, 47.3926, 47.3956
0.020952, 47.3913, 47.3943
0.020956, 47.39, 47.393
0.02096, 47.3888, 47.3918
0.020964, 47.3875, 47.3905
0.020968, 47.3862, 47.3892
0.020972, 47.385, 47.388
0.020976, 47.3837, 47.3867
0.02098, 47.3824, 47.3854
0.020984, 47.3811, 47.3841
0.020988, 47.3799, 47.3829
0.020992, 47.3786, 47.3816
0.020996, 47.3773, 47.3803
0.021, 47.376, 47.3791
0.021004, 47.3748, 47.3778
0.021008, 47.3735, 47.3765
0.021012, 47.3722, 47.3752
0.021016, 47.371, 47.374
0.02102, 47.3697, 47.3727
0.021024, 47.3684, 47.3714
0.021028, 47.3672, 47.3702
0.021032, 47.3659, 47.3689
0.021036, 47.3646, 47.3676
0.02104, 47.3634, 47.3664
0.021044, 47.3621, 47.3651
0.021048, 47.3608, 47.3638
0.021052, 47.3596, 47.3626
0.021056, 47.3583, 47.3613
0.02106, 47.357, 47.36
0.021064, 47.3557, 47.3588
0.021068, 47.3545, 47.3575
0.021072, 47.3532, 47.3562
0.021076, 47.352, 47.355
0.02108, 47.3507, 47.3537
0.021084, 47.3494, 47.3524
0.021088, 47.3482, 47.3512
0.021092, 47.3469, 47.3499
0.021096, 47.3456, 47.3486
0.0211, 47.3444, 47.3474
0.021104, 47.3431, 47.3461
0.021108, 47.3418, 47.3448
0.021112, 47.3406, 47.3436
0.021116, 47.3393, 47.3423
0.02112, 47.338, 47.3411
0.021124, 47.3368, 47.3398
0.021128, 47.3355, 47.3385
0.021132, 47.3343, 47.3373
0.021136, 47.333, 47.336
0.02114, 47.3317, 47.3347
0.021144, 47.3305, 47.3335
0.021148, 47.3292, 47.3322
0.021152, 47.328, 47.331
0.021156, 47.3267, 47.3297
0.02116, 47.3254, 47.3284
0.021164, 47.3242, 47.3272
0.021168, 47.3229, 47.3259
0.021172, 47.3217, 47.3247
0.021176, 47.3204, 47.3234
0.02118, 47.3191, 47.3221
0.021184, 47.3179, 47.3209
0.021188, 47.3166, 47.3196
0.021192, 47.3154, 47.3184
0.021196, 47.3141, 47.3171
0.0212, 47.3129, 47.3159
0.021204, 47.3116, 47.3146
0.021208, 47.3103, 47.3133
0.021212, 47.3091, 47.3121
0.021216, 47.3078, 47.3108
0.02122, 47.3066, 47.3096
0.021224, 47.3053, 47.3083
0.021228, 47.3041, 47.3071
0.021232, 47.3028, 47.3058
0.021236, 47.3016, 47.3046
0.02124, 47.3003, 47.3033
0.021244, 47.2991, 47.3021
0.021248, 47.2978, 47.3008
0.021252, 47.2965, 47.2995
0.021256, 47.2953, 47.2983
0.02126, 47.294, 47.297
0.021264, 47.2928, 47.2958
0.021268, 47.2915, 47.2945
0.021272, 47.2903, 47.2933
0.021276, 47.289, 47.292
0.02128, 47.2878, 47.2908
0.021284, 47.2865, 47.2895
0.021288, 47.2853, 47.2883
0.021292, 47.284, 47.287
0.021296, 47.2828, 47.2858
0.0213, 47.2815, 47.2845
0.021304, 47.2803, 47.2833
0.021308, 47.279, 47.282
0.021312, 47.2778, 47.2808
0.021316, 47.2765, 47.2795
0.02132, 47.2753, 47.2783
0.021324, 47.274, 47.277
0.021328, 47.2728, 47.2758
0.021332, 47.2715, 47.2746
0.021336, 47.2703, 47.2733
0.02134, 47.2691, 47.2721
0.021344, 47.2678, 47.2708
0.021348, 47.2666, 47.2696
0.021352, 47.2653, 47.2683
0.021356, 47.2641, 47.2671
0.02136, 47.2628, 47.2658
0.021364, 47.2616, 47.2646
0.021368, 47.2603, 47.2633
0.021372, 47.2591, 47.2621
0.021376, 47.2578, 47.2608
0.02138, 47.2566, 47.2596
0.021384, 47.2554, 47.2584
0.021388, 47.2541, 47.2571
0.021392, 47.2529, 47.2559
0.021396, 47.2516, 47.2546
0.0214, 47.2504, 47.2534
0.021404, 47.2491, 47.2521
0.021408, 47.2479, 47.2509
0.021412, 47.2467, 47.2497
0.021416, 47.2454, 47.2484
0.02142, 47.2442, 47.2472
0.021424, 47.2429, 47.2459
0.021428, 47.2417, 47.2447
0.021432, 47.2405, 47.2435
0.021436, 47.2392, 47.2422
0.02144, 47.238, 47.241
0.021444, 47.2367, 47.2397
0.021448, 47.2355, 47.2385
0.021452, 47.2343, 47.2373
0.021456, 47.233, 47.236
0.02146, 47.2318, 47.2348
0.021464, 47.2306, 47.2336
0.021468, 47.2293, 47.2323
0.021472, 47.2281, 47.2311
0.021476, 47.2268, 47.2298
0.02148, 47.2256, 47.2286
0.021484, 47.2244, 47.2274
0.021488, 47.2231, 47.2261
0.021492, 47.2219, 47.2249
0.021496, 47.2207, 47.2237
0.0215, 47.2194, 47.2224
0.021504, 47.2182, 47.2212
0.021508, 47.217, 47.22
0.021512, 47.2157, 47.2187
0.021516, 47.2145, 47.2175
0.02152, 47.2133, 47.2163
0.021524, 47.212, 47.215
0.021528, 47.2108, 47.2138
0.021532, 47.2096, 47.2126
0.021536, 47.2083, 47.2113
0.02154, 47.2071, 47.2101
0.021544, 47.2059, 47.2089
0.021548, 47.2046, 47.2076
0.021552, 47.2034, 47.2064
0.021556, 47.2022, 47.2052
0.02156, 47.2009, 47.2039
0.021564, 47.1997, 47.2027
0.021568, 47.1985, 47.2015
0.021572, 47.1972, 47.2002
0.021576, 47.196, 47.199
0.02158, 47.1948, 47.1978
0.021584, 47.1936, 47.1966
0.021588, 47.1923, 47.1953
0.021592, 47.1911, 47.1941
0.021596, 47.1899, 47.1929
0.0216, 47.1886, 47.1916
0.021604, 47.1874, 47.1904
0.021608, 47.1862, 47.1892
0.021612, 47.185, 47.188
0.021616, 47.1837, 47.1867
0.02162, 47.1825, 47.1855
0.021624, 47.1813, 47.1843
0.021628, 47.1801, 47.1831
0.021632, 47.1788, 47.1818
0.021636, 47.1776, 47.1806
0.02164, 47.1764, 47.1794
0.021644, 47.1751, 47.1781
0.021648, 47.1739, 47.1769
0.021652, 47.1727, 47.1757
0.021656, 47.1715, 47.1745
0.02166, 47.1703, 47.1733
0.021664, 47.169, 47.172
0.021668, 47.1678, 47.1708
0.021672, 47.1666, 47.1696
0.021676, 47.1654, 47.1684
0.02168, 47.1641, 47.1671
0.021684, 47.1629, 47.1659
0.021688, 47.1617, 47.1647
0.021692, 47.1605, 47.1635
0.021696, 47.1593, 47.1623
0.0217, 47.158, 47.161
0.021704, 47.1568, 47.1598
0.021708, 47.1556, 47.1586
0.021712, 47.1544, 47.1574
0.021716, 47.1532, 47.1562
0.02172, 47.1519, 47.1549
0.021724, 47.1507, 47.1537
0.021728, 47.1495, 47.1525
0.021732, 47.1483, 47.1513
0.021736, 47.1471, 47.1501
0.02174, 47.1458, 47.1488
0.021744, 47.1446, 47.1476
0.021748, 47.1434, 47.1464
0.021752, 47.1422, 47.1452
0.021756, 47.141, 47.144
0.02176, 47.1398, 47.1428
0.021764, 47.1385, 47.1415
0.021768, 47.1373, 47.1403
0.021772, 47.1361, 47.1391
0.021776, 47.1349, 47.1379
0.02178, 47.1337, 47.1367
0.021784, 47.1325, 47.1355
0.021788, 47.1312, 47.1342
0.021792, 47.13, 47.133
0.021796, 47.1288, 47.1318
0.0218, 47.1276, 47.1306
0.021804, 47.1264, 47.1294
0.021808, 47.1252, 47.1282
0.021812, 47.124, 47.127
0.021816, 47.1228, 47.1257
0.02182, 47.1215, 47.1245
0.021824, 47.1203, 47.1233
0.021828, 47.1191, 47.1221
0.021832, 47.1179, 47.1209
0.021836, 47.1167, 47.1197
0.02184, 47.1155, 47.1185
0.021844, 47.1143, 47.1173
0.021848, 47.1131, 47.1161
0.021852, 47.1119, 47.1148
0.021856, 47.1106, 47.1136
0.02186, 47.1094, 47.1124
0.021864, 47.1082, 47.1112
0.021868, 47.107, 47.11
0.021872, 47.1058, 47.1088
0.021876, 47.1046, 47.1076
0.02188, 47.1034, 47.1064
0.021884, 47.1022, 47.1052
0.021888, 47.101, 47.104
0.021892, 47.0998, 47.1028
0.021896, 47.0986, 47.1016
0.0219, 47.0974, 47.1004
0.021904, 47.0961, 47.0991
0.021908, 47.0949, 47.0979
0.021912, 47.0937, 47.0967
0.021916, 47.0925, 47.0955
0.02192, 47.0913, 47.0943
0.021924, 47.0901, 47.0931
0.021928, 47.0889, 47.0919
0.021932, 47.0877, 47.0907
0.021936, 47.0865, 47.0895
0.02194, 47.0853, 47.0883
0.021944, 47.0841, 47.0871
0.021948, 47.0829, 47.0859
0.021952, 47.0817, 47.0847
0.021956, 47.0805, 47.0835
0.02196, 47.0793, 47.0823
0.021964, 47.0781, 47.0811
0.021968, 47.0769, 47.0799
0.021972, 47.0757, 47.0787
0.021976, 47.0745, 47.0775
0.02198, 47.0733, 47.0763
0.021984, 47.0721, 47.0751
0.021988, 47.0709, 47.0739
0.021992, 47.0697, 47.0727
0.021996, 47.0685, 47.0715
0.022, 47.0673, 47.0703
0.022004, 47.0661, 47.0691
0.022008, 47.0649, 47.0679
0.022012, 47.0637, 47.0667
0.022016, 47.0625, 47.0655
0.02202, 47.0613, 47.0643
0.022024, 47.0601, 47.0631
0.022028, 47.0589, 47.0619
0.022032, 47.0577, 47.0607
0.022036, 47.0565, 47.0595
0.02204, 47.0553, 47.0583
0.022044, 47.0541, 47.0571
0.022048, 47.0529, 47.0559
0.022052, 47.0517, 47.0547
0.022056, 47.0505, 47.0535
0.02206, 47.0493, 47.0523
0.022064, 47.0481, 47.0511
0.022068, 47.0469, 47.0499
0.022072, 47.0457, 47.0487
0.022076, 47.0445, 47.0475
0.02208, 47.0434, 47.0464
0.022084, 47.0422, 47.0452
0.022088, 47.041, 47.044
0.022092, 47.0398, 47.0428
0.022096, 47.0386, 47.0416
0.0221, 47.0374, 47.0404
0.022104, 47.0362, 47.0392
0.022108, 47.035, 47.038
0.022112, 47.0338, 47.0368
0.022116, 47.0326, 47.0356
0.02212, 47.0314, 47.0344
0.022124, 47.0302, 47.0332
0.022128, 47.0291, 47.032
0.022132, 47.0279, 47.0309
0.022136, 47.0267, 47.0297
0.02214, 47.0255, 47.0285
0.022144, 47.0243, 47.0273
0.022148, 47.0231, 47.0261
0.022152, 47.0219, 47.0249
0.022156, 47.0207, 47.0237
0.02216, 47.0195, 47.0225
0.022164, 47.0184, 47.0213
0.022168, 47.0172, 47.0202
0.022172, 47.016, 47.019
0.022176, 47.0148, 47.0178
0.02218, 47.0136, 47.0166
0.022184, 47.0124, 47.0154
0.022188, 47.0112, 47.0142
0.022192, 47.01, 47.013
0.022196, 47.0089, 47.0119
0.0222, 47.0077, 47.0107
0.022204, 47.0065, 47.0095
0.022208, 47.0053, 47.0083
0.022212, 47.0041, 47.0071
0.022216, 47.0029, 47.0059
0.02222, 47.0018, 47.0048
0.022224, 47.0006, 47.0036
0.022228, 46.9994, 47.0024
0.022232, 46.9982, 47.0012
0.022236, 46.997, 47
0.02224, 46.9958, 46.9988
0.022244, 46.9947, 46.9977
0.022248, 46.9935, 46.9965
0.022252, 46.9923, 46.9953
0.022256, 46.9911, 46.9941
0.02226, 46.9899, 46.9929
0.022264, 46.9888, 46.9917
0.022268, 46.9876, 46.9906
0.022272, 46.9864, 46.9894
0.022276, 46.9852, 46.9882
0.02228, 46.984, 46.987
0.022284, 46.9829, 46.9858
0.022288, 46.9817, 46.9847
0.022292, 46.9805, 46.9835
0.022296, 46.9793, 46.9823
0.0223, 46.9781, 46.9811
0.022304, 46.977, 46.98
0.022308, 46.9758, 46.9788
0.022312, 46.9746, 46.9776
0.022316, 46.9734, 46.9764
0.02232, 46.9723, 46.9752
0.022324, 46.9711, 46.9741
0.022328, 46.9699, 46.9729
0.022332, 46.9687, 46.9717
0.022336, 46.9675, 46.9705
0.02234, 46.9664, 46.9694
0.022344, 46.9652, 46.9682
0.022348, 46.964, 46.967
0.022352, 46.9628, 46.9658
0.022356, 46.9617, 46.9647
0.02236, 46.9605, 46.9635
0.022364, 46.9593, 46.9623
0.022368, 46.9582, 46.9612
0.022372, 46.957, 46.96
0.022376, 46.9558, 46.9588
0.02238, 46.9546, 46.9576
0.022384, 46.9535, 46.9565
0.022388, 46.9523, 46.9553
0.022392, 46.9511, 46.9541
0.022396, 46.9499, 46.9529
0.0224, 46.9488, 46.9518
0.022404, 46.9476, 46.9506
0.022408, 46.9464, 46.9494
0.022412, 46.9453, 46.9483
0.022416, 46.9441, 46.9471
0.02242, 46.9429, 46.9459
0.022424, 46.9418, 46.9448
0.022428, 46.9406, 46.9436
0.022432, 46.9394, 46.9424
0.022436, 46.9383, 46.9412
0.02244, 46.9371, 46.9401
0.022444, 46.9359, 46.9389
0.022448, 46.9347, 46.9377
0.022452, 46.9336, 46.9366
0.022456, 46.9324, 46.9354
0.02246, 46.9312, 46.9342
0.022464, 46.9301, 46.9331
0.022468, 46.9289, 46.9319
0.022472, 46.9278, 46.9307
0.022476, 46.9266, 46.9296
0.02248, 46.9254, 46.9284
0.022484, 46.9243, 46.9272
0.022488, 46.9231, 46.9261
0.022492, 46.9219, 46.9249
0.022496, 46.9208, 46.9238
0.0225, 46.9196, 46.9226
0.022504, 46.9184, 46.9214
0.022508, 46.9173, 46.9203
0.022512, 46.9161, 46.9191
0.022516, 46.9149, 46.9179
0.02252, 46.9138, 46.9168
0.022524, 46.9126, 46.9156
0.022528, 46.9115, 46.9145
0.022532, 46.9103, 46.9133
0.022536, 46.9091, 46.9121
0.02254, 46.908, 46.911
0.022544, 46.9068, 46.9098
0.022548, 46.9057, 46.9086
0.022552, 46.9045, 46.9075
0.022556, 46.9033, 46.9063
0.02256, 46.9022, 46.9052
0.022564, 46.901, 46.904
0.022568, 46.8999, 46.9029
0.022572, 46.8987, 46.9017
0.022576, 46.8975, 46.9005
0.02258, 46.8964, 46.8994
0.022584, 46.8952, 46.8982
0.022588, 46.8941, 46.8971
0.022592, 46.8929, 46.8959
0.022596, 46.8917, 46.8947
0.0226, 46.8906, 46.8936
0.022604, 46.8894, 46.8924
0.022608, 46.8883, 46.8913
0.022612, 46.8871, 46.8901
0.022616, 46.886, 46.889
0.02262, 46.8848, 46.8878
0.022624, 46.8837, 46.8867
0.022628, 46.8825, 46.8855
0.022632, 46.8813, 46.8843
0.022636, 46.8802, 46.8832
0.02264, 46.879, 46.882
0.022644, 46.8779, 46.8809
0.022648, 46.8767, 46.8797
0.022652, 46.8756, 46.8786
0.022656, 46.8744, 46.8774
0.02266, 46.8733, 46.8763
0.022664, 46.8721, 46.8751
0.022668, 46.871, 46.874
0.022672, 46.8698, 46.8728
0.022676, 46.8687, 46.8717
0.02268, 46.8675, 46.8705
0.022684, 46.8664, 46.8694
0.022688, 46.8652, 46.8682
0.022692, 46.8641, 46.8671
0.022696, 46.8629, 46.8659
0.0227, 46.8618, 46.8648
0.022704, 46.8606, 46.8636
0.022708, 46.8595, 46.8625
0.022712, 46.8583, 46.8613
0.022716, 46.8572, 46.8602
0.02272, 46.856, 46.859
0.022724, 46.8549, 46.8579
0.022728, 46.8537, 46.8567
0.022732, 46.8526, 46.8556
0.022736, 46.8514, 46.8544
0.02274, 46.8503, 46.8533
0.022744, 46.8491, 46.8521
0.022748, 46.848, 46.851
0.022752, 46.8468, 46.8498
0.022756, 46.8457, 46.8487
0.02276, 46.8446, 46.8475
0.022764, 46.8434, 46.8464
0.022768, 46.8423, 46.8453
0.022772, 46.8411, 46.8441
0.022776, 46.84, 46.843
0.02278, 46.8388, 46.8418
0.022784, 46.8377, 46.8407
0.022788, 46.8365, 46.8395
0.022792, 46.8354, 46.8384
0.022796, 46.8343, 46.8373
0.0228, 46.8331, 46.8361
0.022804, 46.832, 46.835
0.022808, 46.8308, 46.8338
0.022812, 46.8297, 46.8327
0.022816, 46.8285, 46.8315
0.02282, 46.8274, 46.8304
0.022824, 46.8263, 46.8293
0.022828, 46.8251, 46.8281
0.022832, 46.824, 46.827
0.022836, 46.8228, 46.8258
0.02284, 46.8217, 46.8247
0.022844, 46.8206, 46.8236
0.022848, 46.8194, 46.8224
0.022852, 46.8183, 46.8213
0.022856, 46.8171, 46.8201
0.02286, 46.816, 46.819
0.022864, 46.8149, 46.8179
0.022868, 46.8137, 46.8167
0.022872, 46.8126, 46.8156
0.022876, 46.8115, 46.8145
0.02288, 46.8103, 46.8133
0.022884, 46.8092, 46.8122
0.022888, 46.808, 46.811
0.022892, 46.8069, 46.8099
0.022896, 46.8058, 46.8088
0.0229, 46.8046, 46.8076
0.022904, 46.8035, 46.8065
0.022908, 46.8024, 46.8054
0.022912, 46.8012, 46.8042
0.022916, 46.8001, 46.8031
0.02292, 46.799, 46.802
0.022924, 46.7978, 46.8008
0.022928, 46.7967, 46.7997
0.022932, 46.7956, 46.7986
0.022936, 46.7944, 46.7974
0.02294, 46.7933, 46.7963
0.022944, 46.7922, 46.7952
0.022948, 46.791, 46.794
0.022952, 46.7899, 46.7929
0.022956, 46.7888, 46.7918
0.02296, 46.7876, 46.7906
0.022964, 46.7865, 46.7895
0.022968, 46.7854, 46.7884
0.022972, 46.7842, 46.7872
0.022976, 46.7831, 46.7861
0.02298, 46.782, 46.785
0.022984, 46.7809, 46.7839
0.022988, 46.7797, 46.7827
0.022992, 46.7786, 46.7816
0.022996, 46.7775, 46.7805
0.023, 46.7763, 46.7793
0.023004, 46.7752, 46.7782
0.023008, 46.7741, 46.7771
0.023012, 46.773, 46.776
0.023016, 46.7718, 46.7748
0.02302, 46.7707, 46.7737
0.023024, 46.7696, 46.7726
0.023028, 46.7685, 46.7714
0.023032, 46.7673, 46.7703
0.023036, 46.7662, 46.7692
0.02304, 46.7651, 46.7681
0.023044, 46.7639, 46.7669
0.023048, 46.7628, 46.7658
0.023052, 46.7617, 46.7647
0.023056, 46.7606, 46.7636
0.02306, 46.7594, 46.7624
0.023064, 46.7583, 46.7613
0.023068, 46.7572, 46.7602
